,player,last,01-05-20,01-12-20,01-19-20,01-26-20,02-02-20,02-09-20,02-16-20,02-22-20,02-23-20,03-01-20,03-08-20,06-14-20,06-21-20,06-28-20,07-05-20,07-12-20,07-19-20,07-25-20,08-09-20,08-16-20,08-23-20,08-30-20,09-07-20,09-13-20,09-20-20,09-27-20,10-04-20,10-11-20,10-18-20,10-25-20,11-01-20,11-08-20,11-15-20,11-22-20,12-06-20,01-10-21,01-17-21,01-24-21,01-30-21,02-07-21,02-14-21,02-21-21,02-27-21,02-28-21,03-07-21,03-14-21,03-21-21,03-28-21,04-04-21,04-11-21,04-18-21,05-02-21,05-09-21,05-16-21,Unnamed: 0,05-23-21,05-30-21
360,Trey Mullinax,Mullinax,,,,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Sebastian Munoz,Munoz,50.0,0.0,84.0,0.0,64.0,,77.0,,80.0,,0.0,0.0,64.0,0.0,0.0,0.0,36.0,,0.0,5.0,76.0,90.0,80.0,,5.0,,67.0,61.0,90.0,83.0,,,70.0,0.0,0.0,57.0,54.0,,,,,,,,,,,,,,,,,,,,
362,Sebastián Muñoz,Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,61.0,,66.0,57.0,0.0,,,93.0,52.0,0.0,,0.0,63.0,99.0,0.0,96.0
363,Grayson Murray,Murray,,,92.0,62.0,57.0,,,0.0,,62.0,,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,21.0,,,,,0.0,,,,,0.0,0.0,49.0,65.0,0.0,,97.0,,,,0.0,47.0,,,,0.0,0.0,0.0,,,
364,Zach Murray,Murray,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,David Muttitt,Muttitt,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Kevin Na,Na,5.0,,88.0,,0.0,90.0,0.0,,87.0,,49.0,0.0,,94.0,0.0,,89.0,,0.0,,46.0,28.0,13.0,,0.0,,,36.0,43.0,65.0,,,80.0,,,8.0,99.0,0.0,,,,67.0,,84.0,63.0,0.0,,,,84.0,0.0,78.0,,,136.0,0.0,71.0
367,Toru Nakajima,Nakajima,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Matthew NeSmith,NeSmith,,76.0,88.0,79.0,,92.0,,94.0,,72.0,0.0,28.0,57.0,0.0,,0.0,0.0,0.0,,47.0,0.0,,,0.0,,46.0,76.0,89.0,,,,0.0,,78.0,,,0.0,0.0,68.0,94.0,88.0,81.0,,,0.0,0.0,72.0,,73.0,,63.0,84.0,60.0,,206.0,,0.0
369,James Nicholas,Nicholas,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Chris Nido,Nido,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
371,Joaquin Niemann,Niemann,85.0,59.0,,67.0,,,0.0,,,0.0,0.0,54.0,95.0,9.0,,55.0,0.0,,0.0,47.0,0.0,97.0,10.0,,64.0,,,82.0,94.0,79.0,,,,34.0,69.0,97.0,98.0,,,,,61.0,,59.0,,79.0,81.0,,,52.0,,94.0,86.0,,33.0,78.0,57.0
372,Roberto Nieves,Nieves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
373,Bryson Nimmer,Nimmer,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,0.0,,,,,,
374,Seung-Yul Noh,Noh,,,0.0,0.0,0.0,,,,,0.0,,,,85.0,20.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,61.0,,,,0.0,,,,
375,Alex Noren,Noren,,76.0,90.0,,,78.0,50.0,0.0,,,0.0,12.0,73.0,,0.0,,0.0,97.0,73.0,,90.0,43.0,,,74.0,,,,3.0,79.0,,0.0,,74.0,0.0,,,45.0,75.0,,0.0,89.0,,,57.0,0.0,66.0,,,,79.0,84.0,,85.0,55.0,63.0,
376,Henrik Norlander,Norlander,,93.0,55.0,0.0,,82.0,,61.0,,0.0,0.0,0.0,,41.0,84.0,55.0,93.0,68.0,,25.0,0.0,,,0.0,,0.0,95.0,14.0,,,0.0,0.0,,,0.0,,0.0,85.0,97.0,81.0,82.0,0.0,,,42.0,0.0,0.0,,0.0,,0.0,67.0,0.0,,170.0,,57.0
377,Shaun Norris,Norris,,,,,,,,,46.0,,,,,,,,,,0.0,,,,,,0.0,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Sean O'Hair,O'Hair,,,,,,66.0,,,,0.0,,,,,,,,,,,,,,0.0,,82.0,0.0,0.0,,,,4.0,,11.0,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,74.0,73.0,,,
379,John O'Leary,O'Leary,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,John Oda,Oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Andy Ogletree,Ogletree,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,45.0,,37.0,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,
382,Jose Maria Olazabal,Olazabal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
383,José María Olazábal,Olazábal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,
384,Marcel Olivares,Olivares,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Eddie Olson,Olson,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Louis Oosthuizen,Oosthuizen,,,,,,,,,29.0,0.0,,19.0,0.0,34.0,,4.0,28.0,,59.0,,83.0,65.0,,,97.0,,,73.0,39.0,,,,63.0,0.0,,,,,81.0,91.0,,,,90.0,,71.0,,,,67.0,,94.0,,,2.0,98.0,
387,Rob Oppenheim,Oppenheim,,83.0,0.0,0.0,,72.0,,91.0,,0.0,1.0,,,0.0,0.0,0.0,,0.0,,82.0,,,,52.0,,57.0,0.0,61.0,,,0.0,,,11.0,0.0,,0.0,35.0,0.0,,73.0,,93.0,,,,0.0,0.0,0.0,,,0.0,0.0,81.0,,,
388,Wade Ormsby,Ormsby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,
389,Carlos Ortiz,Ortiz,,62.0,67.0,0.0,78.0,,77.0,,77.0,,0.0,0.0,57.0,0.0,,10.0,36.0,,0.0,0.0,0.0,65.0,,38.0,,,0.0,0.0,39.0,56.0,,100.0,,,90.0,13.0,89.0,,81.0,96.0,,0.0,,78.0,,0.0,,,,0.0,0.0,,57.0,85.0,56.0,63.0,65.0
390,Charles Osborne,Osborne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
391,Matt Oshrine,Oshrine,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Tyler Ota,Ota,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Adrian Otaegui,Otaegui,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,John Pak,Pak,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Ryan Palmer,Palmer,50.0,96.0,,84.0,0.0,,44.0,,,87.0,,0.0,91.0,0.0,,0.0,99.0,,47.0,,90.0,43.0,20.0,,0.0,,,50.0,79.0,96.0,,,,,,91.0,70.0,,97.0,65.0,,,,22.0,,88.0,,,86.0,60.0,,58.0,,67.0,108.0,0.0,71.0
396,Rod Pampling,Pampling,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
397,Cheng Tsung Pan,Pan,,,,0.0,51.0,,0.0,,,0.0,0.0,0.0,32.0,0.0,0.0,30.0,42.0,,0.0,12.0,,,,18.0,,19.0,83.0,23.0,,,,16.0,90.0,0.0,,,0.0,0.0,,0.0,58.0,81.0,,,0.0,0.0,96.0,,,0.0,0.0,,86.0,,166.0,,71.0
398,Brinson Paolini,Paolini,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Renato Paratore,Paratore,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,David Pastore,Pastore,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Andrea Pavan,Pavan,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Shane Pearce,Pearce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
403,Rhadames Pena,Pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
404,Taylor Pendrith,Pendrith,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,58.0,,,,,71.0,,,,,,,,,
405,Eddie Pepperell,Pepperell,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Cameron Percy,Percy,,0.0,0.0,74.0,,,,61.0,,57.0,,,,0.0,0.0,0.0,,0.0,,0.0,,,,70.0,,91.0,12.0,,,,63.0,,,0.0,0.0,,,0.0,68.0,,85.0,,93.0,,0.0,79.0,0.0,,0.0,,,0.0,0.0,55.0,195.0,,0.0
407,Guillermo Pereira,Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
408,Victor Perez,Perez,,,,,,,,,24.0,,,0.0,0.0,,,,0.0,,73.0,,,,,,0.0,,,,,,,,25.0,,,,,,,,,,,27.0,44.0,92.0,,,,0.0,,,,,87.0,0.0,
409,Pat Perez,Perez,,66.0,,62.0,,0.0,60.0,,,,0.0,28.0,0.0,,37.0,43.0,,68.0,,0.0,0.0,,,89.0,,73.0,0.0,0.0,,,0.0,0.0,,0.0,28.0,,75.0,0.0,55.0,0.0,82.0,0.0,,,68.0,0.0,66.0,62.0,53.0,,0.0,78.0,80.0,73.0,168.0,,61.0
410,Rod Perry,Perry,,,,,,,,,,,12.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,
411,Carl Pettersson,Pettersson,,,,,,,,,,,,,,,,,50.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,
412,Chandler Phillips,Phillips,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Anthony Phipps,Phipps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Scott Piercy,Piercy,,66.0,60.0,,95.0,86.0,84.0,,,,0.0,6.0,0.0,,,,18.0,0.0,0.0,12.0,60.0,,,0.0,,,15.0,73.0,,,81.0,54.0,,74.0,45.0,,0.0,0.0,,,66.0,46.0,,,,55.0,,,,,54.0,0.0,92.0,0.0,211.0,,0.0
415,Thomas Pieters,Pieters,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,86.0,,,,,89.0,,,,,,0.0,140.0,0.0,
416,Kenny Pigman,Pigman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
417,D.A. Points,Points,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,35.0,0.0,,0.0,0.0,,,,,,0.0,,0.0,,,,,,0.0,,,0.0,0.0,,187.0,,38.0
418,J.T. Poston,Poston,67.0,0.0,75.0,,71.0,,72.0,,,75.0,0.0,87.0,91.0,0.0,0.0,,0.0,,6.0,0.0,46.0,16.0,,,0.0,,97.0,61.0,35.0,,,72.0,0.0,0.0,,,0.0,0.0,85.0,91.0,,61.0,,,0.0,84.0,0.0,,,,0.0,65.0,80.0,,112.0,0.0,0.0
419,"Ted Potter, Jr.","Potter, Jr.",,95.0,75.0,0.0,0.0,0.0,,94.0,,0.0,,,0.0,0.0,7.0,0.0,,0.0,,0.0,,,,0.0,,,0.0,0.0,,,,0.0,,0.0,,,0.0,0.0,85.0,51.0,0.0,,93.0,,,,55.0,0.0,0.0,,0.0,88.0,52.0,56.0,,,
420,Ian Poulter,Poulter,,,,,,,,,,79.0,55.0,58.0,83.0,7.0,,94.0,0.0,,73.0,,46.0,,,,0.0,,,,86.0,,,,60.0,25.0,,,,,,,,,72.0,,77.0,0.0,0.0,,,67.0,63.0,84.0,0.0,,34.0,78.0,96.0
421,Seamus Power,Power,,,,,,72.0,,67.0,,,,,,,84.0,,,0.0,,66.0,,,,0.0,,0.0,,,,,47.0,,,,,,0.0,,0.0,,0.0,,82.0,,,,,59.0,,,,,64.0,93.0,,,
422,Dicky Pride,Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,
423,Willy Pumarol,Pumarol,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
424,Ted Purdy,Purdy,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,
425,Andrew Putnam,Putnam,,59.0,92.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,15.0,0.0,0.0,0.0,,,,,52.0,0.0,,21.0,14.0,,,71.0,0.0,0.0,45.0,0.0,,0.0,72.0,,94.0,64.0,71.0,96.0,,96.0,0.0,,,0.0,,0.0,0.0,70.0,0.0,192.0,,0.0
426,Jon Rahm,Rahm,72.0,,,99.0,91.0,,84.0,,95.0,,,0.0,57.0,47.0,,61.0,100.0,,85.0,,93.0,100.0,83.0,,64.0,,,,79.0,99.0,,,90.0,,,82.0,,,95.0,89.0,,95.0,,54.0,,92.0,,,,94.0,,,0.0,77.0,11.0,92.0,
427,Aaron Rai,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,132.0,0.0,
428,Spencer Ralston,Ralston,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Kyle Ramey,Ramey,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Chez Reavie,Reavie,20.0,0.0,0.0,,0.0,82.0,91.0,,55.0,,,0.0,3.0,34.0,,76.0,72.0,,6.0,0.0,31.0,,,97.0,0.0,,32.0,6.0,,,,,53.0,0.0,0.0,,52.0,0.0,,0.0,88.0,0.0,,,57.0,0.0,0.0,,,,0.0,0.0,0.0,,88.0,0.0,
431,Doc Redman,Redman,,0.0,79.0,58.0,73.0,66.0,,,,0.0,12.0,15.0,73.0,85.0,71.0,,0.0,0.0,65.0,97.0,0.0,,,97.0,,,59.0,0.0,,,96.0,12.0,,0.0,,,,3.0,0.0,0.0,,0.0,,,46.0,0.0,,,66.0,,0.0,72.0,0.0,93.0,174.0,,50.0
432,Patrick Reed,Reed,95.0,0.0,,95.0,,,56.0,,99.0,,80.0,91.0,0.0,66.0,0.0,43.0,88.0,,85.0,90.0,31.0,43.0,80.0,,80.0,,,,,83.0,,,85.0,,,48.0,,0.0,99.0,,,,,87.0,0.0,84.0,,,,90.0,,0.0,95.0,,20.0,87.0,0.0
433,Seth Reeves,Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Charles Reiter,Reiter,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Manuel Relancio,Relancio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
436,Davis Riley,Riley,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,54.0,0.0,,67.0,,,,,,,,,,,,,,
437,J.C. Ritchie,Ritchie,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
438,Wes Roach,Roach,,,58.0,0.0,,63.0,,91.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,57.0,,90.0,,,,,71.0,,,,,,60.0,,,
439,Patrick Rodgers,Rodgers,,71.0,58.0,92.0,85.0,0.0,72.0,67.0,,84.0,67.0,81.0,0.0,0.0,37.0,0.0,77.0,54.0,,16.0,1.0,,,38.0,,86.0,0.0,0.0,,,15.0,0.0,,0.0,77.0,,,0.0,0.0,0.0,0.0,89.0,76.0,,52.0,57.0,0.0,66.0,0.0,,0.0,0.0,74.0,67.0,196.0,,0.0
440,John Rollins,Rollins,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,
441,Andres Romero,Romero,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,
442,Justin Rose,Rose,,,,0.0,,,52.0,,,0.0,0.0,97.0,83.0,0.0,,0.0,0.0,,90.0,0.0,66.0,,,,0.0,,,,34.0,79.0,,,63.0,0.0,,,,,,,,,,22.0,0.0,,,,,92.0,,0.0,,,12.0,92.0,79.0
443,Jeff Roth,Roth,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Eduard Rousaud,Rousaud,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Antoine Rozner,Rozner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,89.0,0.0,
446,Marcelo Rozo,Rozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,0.0,,,,,,,,,,
447,Sam Ryder,Ryder,,79.0,79.0,0.0,57.0,,0.0,97.0,,62.0,0.0,0.0,47.0,0.0,0.0,91.0,,0.0,,0.0,0.0,,,0.0,,31.0,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,35.0,92.0,57.0,0.0,,67.0,,,0.0,93.0,98.0,0.0,,,0.0,0.0,0.0,202.0,,0.0
448,Sebastián Saavedra,Saavedra,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
449,Rory Sabbatini,Sabbatini,,83.0,67.0,0.0,0.0,,50.0,,,75.0,33.0,81.0,73.0,,0.0,76.0,0.0,,18.0,0.0,0.0,,,,5.0,,83.0,23.0,,,,0.0,,83.0,45.0,,0.0,85.0,92.0,0.0,0.0,,,,0.0,56.0,0.0,,78.0,,62.0,0.0,0.0,81.0,180.0,,44.0
450,Carlos Sainz Jr,Sainz Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
451,Isaiah Salinda,Salinda,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,25.0,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,
452,Julio Santos,Santos,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Sam Saunders,Saunders,,,0.0,,,0.0,,0.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Jared Sawada,Sawada,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Xander Schauffele,Schauffele,95.0,,,0.0,85.0,,80.0,,80.0,,67.0,97.0,16.0,72.0,,81.0,84.0,,89.0,,66.0,65.0,100.0,,93.0,,,,99.0,79.0,,,73.0,,,88.0,,,97.0,98.0,,86.0,,45.0,,0.0,,,,96.0,,,90.0,,90.0,0.0,
456,Scottie Scheffler,Scheffler,,,98.0,0.0,0.0,,72.0,,63.0,,80.0,19.0,,0.0,0.0,0.0,72.0,,96.0,,96.0,72.0,97.0,,,,45.0,0.0,34.0,79.0,,54.0,70.0,,,66.0,,0.0,0.0,94.0,,81.0,,93.0,,0.0,,,61.0,78.0,,78.0,,67.0,13.0,92.0,0.0
457,Adam Schenk,Schenk,,0.0,90.0,,0.0,66.0,60.0,86.0,,0.0,,37.0,0.0,0.0,59.0,43.0,,41.0,,35.0,46.0,,,18.0,,26.0,53.0,61.0,,,63.0,0.0,,28.0,0.0,,0.0,49.0,0.0,0.0,0.0,,79.0,,,0.0,72.0,55.0,0.0,,79.0,88.0,0.0,77.0,179.0,,46.0
458,Matthias Schmid,Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
459,Cory Schneider,Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
460,Ollie Schniederjans,Schniederjans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,
461,Luke Schniederjans,Schniederjans,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Matthias Schwab,Schwab,,,,,,,,,38.0,,,,,,,,0.0,54.0,0.0,47.0,,,,,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Charl Schwartzel,Schwartzel,,,,,0.0,96.0,,,,87.0,0.0,,47.0,0.0,0.0,0.0,0.0,97.0,28.0,0.0,,,,70.0,,,53.0,0.0,,,,0.0,60.0,0.0,,,,25.0,85.0,0.0,,48.0,,,0.0,0.0,62.0,,51.0,67.0,,84.0,90.0,97.0,128.0,0.0,
464,Adam Scott,Scott,,,,,,,99.0,,63.0,,0.0,,,,,,,,73.0,,19.0,65.0,,,39.0,,,,,,,54.0,45.0,,,48.0,70.0,,92.0,,,67.0,,22.0,,67.0,89.0,,,39.0,,,,,91.0,0.0,
465,Sandy Scott,Scott,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Jason Scrivener,Scrivener,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,25.0,83.0,
467,Chase Seiffert,Seiffert,,71.0,84.0,54.0,,66.0,,54.0,,0.0,,,,,0.0,96.0,,0.0,,0.0,,,,0.0,,46.0,76.0,0.0,,,0.0,,,0.0,18.0,,0.0,85.0,60.0,,0.0,,86.0,,,,96.0,85.0,66.0,,67.0,0.0,0.0,,203.0,,0.0
468,Naoki Sekito,Sekito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,John Senden,Senden,,,0.0,0.0,,57.0,,45.0,,,,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,0.0,,,,,29.0,,,,,,,0.0,0.0,,73.0,,43.0,,,,,0.0,,,,,,0.0,,,
470,Robby Shelton,Shelton,,0.0,0.0,74.0,0.0,,,54.0,,90.0,20.0,0.0,,0.0,0.0,0.0,,97.0,,0.0,83.0,16.0,,0.0,,,0.0,50.0,74.0,,,0.0,,0.0,0.0,,81.0,0.0,89.0,59.0,,0.0,,,0.0,0.0,0.0,66.0,0.0,,0.0,0.0,0.0,,175.0,,50.0
471,Jake Shuman,Shuman,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Greyson Sigg,Sigg,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,92.0,56.0,,,,,,,,
473,Hiram Silfa,Silfa,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
474,Webb Simpson,Simpson,,98.0,,,99.0,,,,14.0,,,0.0,100.0,,90.0,,0.0,,54.0,97.0,93.0,,47.0,,89.0,,,82.0,,79.0,,,85.0,45.0,,57.0,96.0,,,65.0,,,,90.0,,0.0,,,,84.0,92.0,,,,35.0,78.0,
475,Michael Sims,Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Trevor Simsby,Simsby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,
477,Vijay Singh,Singh,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,
478,Roger Sloan,Sloan,,0.0,0.0,0.0,0.0,,0.0,48.0,,0.0,,,0.0,4.0,0.0,61.0,,0.0,,61.0,,,,0.0,,0.0,53.0,,,,78.0,,,66.0,0.0,,0.0,45.0,64.0,,0.0,,82.0,,,,81.0,81.0,0.0,,,0.0,60.0,77.0,,,
479,Heath Slocum,Slocum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
480,Alex Smalley,Smalley,,,,,0.0,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,
481,Cameron Smith,Smith,,99.0,,58.0,0.0,,0.0,,68.0,,,0.0,0.0,0.0,,,9.0,,47.0,,76.0,72.0,30.0,,39.0,,,65.0,87.0,96.0,,,98.0,,,39.0,56.0,,0.0,,,97.0,,84.0,,88.0,,,,88.0,92.0,,,,61.0,60.0,
482,Camiko Smith,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Zach Smith,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
484,Brian Smock,Smock,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
